model,scenario,Project_study,version,Ssp_family,Category
HEB 2.0,Moderate,Urge-Vorsatz 2021,2.0,,no-climate-assessment
ICES-XPS 1.0,CSH,PR Harmonization MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,PCSH,PR Harmonization MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,PR_Baseline,PR Policy MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,PR_CP_Intensity,PR Policy MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,PR_CP_Price,PR Policy MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,PR_CP_PriceOnly,PR Policy MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,PR_CurPol_EI,,2.0,,
ICES-XPS 1.0,PR_NDC_EI,,2.0,,
ICES-XPS 1.0,PR_NDC_Intensity,PR Policy MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,PR_NDC_Price,PR Policy MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,PR_NDC_PriceOnly,PR Policy MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,R,PR Harmonization MIP,2.0,2.0,failed-vetting
ICES-XPS 1.0,SH,PR Harmonization MIP,2.0,2.0,failed-vetting
IIASAPOP 2.0,SSP1,,2.0,1.0,failed-vetting
IIASAPOP 2.0,SSP2,,2.0,2.0,failed-vetting
IIASAPOP 2.0,SSP3,,2.0,3.0,failed-vetting
IIASAPOP 2.0,SSP4,,2.0,4.0,failed-vetting
IIASAPOP 2.0,SSP5,,2.0,5.0,failed-vetting
IMACLIM 1.1,ADVANCE_2020_1.5C-2100_WP6,ADVANCE,2.0,2.0,no-climate-assessment
IMACLIM 1.1,ADVANCE_2020_Med2C_WP6,ADVANCE,2.0,2.0,failed-vetting
IMACLIM 1.1,ADVANCE_2020_WB2C_WP6,ADVANCE,2.0,2.0,no-climate-assessment
IMACLIM 1.1,ADVANCE_2030_Med2C_WP6,ADVANCE,2.0,2.0,failed-vetting
IMACLIM 1.1,ADVANCE_2030_Price1.5C_WP6,ADVANCE,2.0,2.0,failed-vetting
IMACLIM 1.1,ADVANCE_2030_WB2C_WP6,ADVANCE,2.0,2.0,failed-vetting
IMACLIM 1.1,ADVANCE_INDC_WP6,ADVANCE,2.0,2.0,failed-vetting
IMACLIM 1.1,ADVANCE_NoPolicy_WP6,ADVANCE,2.0,2.0,no-climate-assessment
IMACLIM 1.1,ADVANCE_Reference_WP6,ADVANCE,2.0,2.0,failed-vetting
IMACLIM 1.1,SSP1_NoPolicy_TranspBase,Fisch-Romito 2019,2.0,1.0,no-climate-assessment
IMACLIM 1.1,SSP1_NoPolicy_TranspOpt,Fisch-Romito 2019,2.0,1.0,no-climate-assessment
IMACLIM 1.1,SSP1_RCP34_TranspBase,Fisch-Romito 2019,2.0,1.0,failed-vetting
IMACLIM 1.1,SSP1_RCP34_TranspOpt,Fisch-Romito 2019,2.0,1.0,failed-vetting
IMACLIM 1.1,SSP1_RCP45_TranspBase,Fisch-Romito 2019,2.0,1.0,failed-vetting
IMACLIM 1.1,SSP1_RCP45_TranspOpt,Fisch-Romito 2019,2.0,1.0,failed-vetting
IMACLIM 1.1,SSP3_NoPolicy_TranspBase,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_NoPolicy_TranspOpt,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_NoPolicy_Transp_111,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_NoPolicy_Transp_112,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_NoPolicy_Transp_121,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_NoPolicy_Transp_211,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_NoPolicy_Transp_222,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP26_Transp_111,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP26_Transp_112,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP26_Transp_121,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP26_Transp_211,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP26_Transp_222,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP34_TranspBase,Fisch-Romito 2019,2.0,3.0,failed-vetting
IMACLIM 1.1,SSP3_RCP34_TranspOpt,Fisch-Romito 2019,2.0,3.0,failed-vetting
IMACLIM 1.1,SSP3_RCP34_Transp_111,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP34_Transp_112,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP34_Transp_121,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP34_Transp_211,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP34_Transp_222,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP45_TranspBase,Fisch-Romito 2019,2.0,3.0,failed-vetting
IMACLIM 1.1,SSP3_RCP45_TranspOpt,Fisch-Romito 2019,2.0,3.0,failed-vetting
IMACLIM 1.1,SSP3_RCP45_Transp_111,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP45_Transp_112,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP45_Transp_121,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP45_Transp_211,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,SSP3_RCP45_Transp_222,Fisch-Romito 2019,2.0,3.0,no-climate-assessment
IMACLIM 1.1,base_DemandHigh_FossilHigh_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,base_DemandHigh_FossilLow_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,base_DemandHigh_FossilLow_TechLow,Mejean 2019,2.0,2.0,no-climate-assessment
IMACLIM 1.1,base_DemandLow_FossilHigh_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,base_DemandLow_FossilHigh_TechLow,Mejean 2019,2.0,2.0,no-climate-assessment
IMACLIM 1.1,base_DemandLow_FossilLow_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,base_DemandLow_FossilLow_TechLow,Mejean 2019,2.0,2.0,no-climate-assessment
IMACLIM 1.1,peak2016_DemandHigh_FossilHigh_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2016_DemandHigh_FossilLow_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2016_DemandHigh_FossilLow_TechLow,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2016_DemandLow_FossilHigh_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2016_DemandLow_FossilHigh_TechLow,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2016_DemandLow_FossilLow_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2016_DemandLow_FossilLow_TechLow,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2020_DemandHigh_FossilHigh_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2020_DemandHigh_FossilLow_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2020_DemandHigh_FossilLow_TechLow,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2020_DemandLow_FossilHigh_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2020_DemandLow_FossilHigh_TechLow,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2020_DemandLow_FossilLow_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2020_DemandLow_FossilLow_TechLow,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2025_DemandHigh_FossilHigh_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2025_DemandHigh_FossilLow_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2025_DemandHigh_FossilLow_TechLow,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2025_DemandLow_FossilHigh_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2025_DemandLow_FossilHigh_TechLow,Mejean 2019,2.0,2.0,failed-vetting
IMACLIM 1.1,peak2025_DemandLow_FossilLow_TechHigh,Mejean 2019,2.0,2.0,failed-vetting
IMAGE 3.0,ADVANCE_WP2_IND-450-FullTech,ADVANCE Sector Studies,2.0,2.0,no-climate-assessment
IMAGE 3.0,ADVANCE_WP2_IND-Base-FullTech,ADVANCE Sector Studies,2.0,2.0,no-climate-assessment
IMAGE 3.0,ADVANCE_WP2_TRA-450-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
IMAGE 3.0,ADVANCE_WP2_TRA-Base-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
IMAGE 3.0,ADVANCE_WP2_TRA-Ctax-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
IMAGE 3.0,CO_2Deg2020,COMMIT,2.0,2.0,C3
IMAGE 3.0,CO_2Deg2030,COMMIT,2.0,2.0,C3
IMAGE 3.0,CO_BAU,COMMIT,2.0,2.0,C7
IMAGE 3.0,CO_Bridge,COMMIT,2.0,2.0,C3
IMAGE 3.0,CO_CurPol,COMMIT,2.0,2.0,C7
IMAGE 3.0,CO_GPP,COMMIT,2.0,2.0,C5
IMAGE 3.0,CO_NDCplus,COMMIT,2.0,2.0,C7
IMAGE 3.0,EN_INDCi2030_1000,ENGAGE,2.0,2.0,C4
IMAGE 3.0,EN_INDCi2030_1000f,ENGAGE,2.0,2.0,C4
IMAGE 3.0,EN_INDCi2030_1200,ENGAGE,2.0,2.0,C4
IMAGE 3.0,EN_INDCi2030_1200f,ENGAGE,2.0,2.0,C4
IMAGE 3.0,EN_INDCi2030_1400,ENGAGE,2.0,2.0,C5
IMAGE 3.0,EN_INDCi2030_1400f,ENGAGE,2.0,2.0,C4
IMAGE 3.0,EN_INDCi2030_3000,ENGAGE,2.0,2.0,C6
IMAGE 3.0,EN_INDCi2030_3000f,ENGAGE,2.0,2.0,C6
IMAGE 3.0,EN_INDCi2030_800f,ENGAGE,2.0,2.0,C3
IMAGE 3.0,EN_INDCi2100,ENGAGE,2.0,2.0,C7
IMAGE 3.0,EN_NPi2020_1000,ENGAGE,2.0,2.0,C3
IMAGE 3.0,EN_NPi2020_1000f,ENGAGE,2.0,2.0,C3
IMAGE 3.0,EN_NPi2020_1200,ENGAGE,2.0,2.0,C4
IMAGE 3.0,EN_NPi2020_1200f,ENGAGE,2.0,2.0,C4
IMAGE 3.0,EN_NPi2020_1400,ENGAGE,2.0,2.0,C4
IMAGE 3.0,EN_NPi2020_1400f,ENGAGE,2.0,2.0,C4
IMAGE 3.0,EN_NPi2020_3000,ENGAGE,2.0,2.0,C6
IMAGE 3.0,EN_NPi2020_3000f,ENGAGE,2.0,2.0,C6
IMAGE 3.0,EN_NPi2020_600f,ENGAGE,2.0,2.0,C3
IMAGE 3.0,EN_NPi2020_800,ENGAGE,2.0,2.0,C3
IMAGE 3.0,EN_NPi2020_800f,ENGAGE,2.0,2.0,C3
IMAGE 3.0,EN_NPi2100,ENGAGE,2.0,2.0,C7
IMAGE 3.0,EN_NoPolicy,ENGAGE,2.0,2.0,C7
IMAGE 3.2,SSP1-baseline,van Vuuren 2021,2.0,1.0,C7
IMAGE 3.2,SSP1_SPA1_19I_D,van Vuuren 2021,2.0,1.0,C2
IMAGE 3.2,SSP1_SPA1_19I_D_LB,van Vuuren 2021,2.0,1.0,C1
IMAGE 3.2,SSP1_SPA1_19I_LI,van Vuuren 2021,2.0,1.0,C2
IMAGE 3.2,SSP1_SPA1_19I_LIRE,van Vuuren 2021,2.0,1.0,C2
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,van Vuuren 2021,2.0,1.0,C1
IMAGE 3.2,SSP1_SPA1_19I_RE,van Vuuren 2021,2.0,1.0,C2
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,van Vuuren 2021,2.0,1.0,C1
IMAGE 3.2,SSP1_SPA1_26I_D,van Vuuren 2021,2.0,1.0,C3
IMAGE 3.2,SSP1_SPA1_26I_LI,van Vuuren 2021,2.0,1.0,C3
IMAGE 3.2,SSP1_SPA1_26I_LIRE,van Vuuren 2021,2.0,1.0,C3
IMAGE 3.2,SSP1_SPA1_26I_RE,van Vuuren 2021,2.0,1.0,C3
IMAGE 3.2,SSP1_SPA1_34I_D,van Vuuren 2021,2.0,1.0,C5
IMAGE 3.2,SSP1_SPA1_34I_LI,van Vuuren 2021,2.0,1.0,C5
IMAGE 3.2,SSP1_SPA1_34I_LIRE,van Vuuren 2021,2.0,1.0,C5
IMAGE 3.2,SSP1_SPA1_34I_RE,van Vuuren 2021,2.0,1.0,C5
IMAGE 3.2,SSP2-baseline,van Vuuren 2021,2.0,,C7
IMAGE 3.2,SSP2_SPA0_26I_D,van Vuuren 2021,2.0,2.0,C3
IMAGE 3.2,SSP2_SPA1_19I_D_LB,van Vuuren 2021,2.0,2.0,C1
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,van Vuuren 2021,2.0,2.0,C1
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,van Vuuren 2021,2.0,2.0,C1
IMAGE 3.2,SSP2_SPA2_19I_D,van Vuuren 2021,2.0,2.0,C2
IMAGE 3.2,SSP2_SPA2_19I_LI,van Vuuren 2021,2.0,2.0,C1
IMAGE 3.2,SSP2_SPA2_19I_LIRE,van Vuuren 2021,2.0,2.0,C2
IMAGE 3.2,SSP2_SPA2_19I_RE,van Vuuren 2021,2.0,2.0,C2
IMAGE 3.2,SSP2_SPA2_26I_D,van Vuuren 2021,2.0,2.0,C3
IMAGE 3.2,SSP2_SPA2_26I_LI,van Vuuren 2021,2.0,2.0,C3
IMAGE 3.2,SSP2_SPA2_26I_LIRE,van Vuuren 2021,2.0,2.0,C3
IMAGE 3.2,SSP2_SPA2_26I_RE,van Vuuren 2021,2.0,2.0,C3
IMAGE 3.2,SSP2_SPA2_34I_D,van Vuuren 2021,2.0,2.0,C5
IMAGE 3.2,SSP2_SPA2_34I_LI,van Vuuren 2021,2.0,2.0,C5
IMAGE 3.2,SSP2_SPA2_34I_LIRE,van Vuuren 2021,2.0,2.0,C5
IMAGE 3.2,SSP2_SPA2_34I_RE,van Vuuren 2021,2.0,2.0,C5
IMAGE 3.2,SSP2_SPA2_45I_D,van Vuuren 2021,2.0,2.0,C6
IMAGE 3.2,SSP2_SPA2_45I_LI,van Vuuren 2021,2.0,2.0,C6
IMAGE 3.2,SSP2_SPA2_45I_LIRE,van Vuuren 2021,2.0,2.0,C6
IMAGE 3.2,SSP2_SPA2_45I_RE,van Vuuren 2021,2.0,2.0,C6
IMAGE 3.2,SSP3-baseline,van Vuuren 2021,2.0,3.0,C7
IMAGE 3.2,SSP4-baseline,van Vuuren 2021,2.0,4.0,C7
IMAGE 3.2,SSP5-baseline,van Vuuren 2021,2.0,5.0,C8
LUT-ESTM 1.0,Leadership-Europe,,2.0,,
LUT-ESTM 1.0,Moderate-Europe,,2.0,,
MAgPIE 4.2,SSP2_RCP2.6,Humpenoeder 2020,2.0,2.0,no-climate-assessment
MAgPIE 4.2,SSP2_RCP2.6+PeatProt,Humpenoeder 2020,2.0,2.0,no-climate-assessment
MAgPIE 4.2,SSP2_RCP2.6+PeatRestor,Humpenoeder 2020,2.0,2.0,no-climate-assessment
MESSAGE-Transport V.5,ADVANCE_WP2_TRA-450-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
MESSAGE-Transport V.5,ADVANCE_WP2_TRA-Base-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
MESSAGE-Transport V.5,ADVANCE_WP2_TRA-Ctax-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV_NDCp,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_COV,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_COV_NDCp,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_NDCp,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV_NDCp,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_NDCp,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_COV,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_COV_NDCp,ENGAGE,2.0,2.0,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_COV,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_COV_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_COV,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_COV_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_NDCp,ENGAGE,2.0,2.0,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000,ENGAGE,2.0,2.0,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_COV,ENGAGE,2.0,2.0,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_COV_NDCp,ENGAGE,2.0,2.0,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_NDCp,ENGAGE,2.0,2.0,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f,ENGAGE,2.0,2.0,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_COV,ENGAGE,2.0,2.0,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_COV_NDCp,ENGAGE,2.0,2.0,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_NDCp,ENGAGE,2.0,2.0,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,ENGAGE,2.0,2.0,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,ENGAGE,2.0,2.0,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,ENGAGE,2.0,2.0,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,ENGAGE,2.0,2.0,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,ENGAGE,2.0,2.0,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,ENGAGE,2.0,2.0,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV_NDCp,ENGAGE,2.0,2.0,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100,ENGAGE,2.0,2.0,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2100_COV,ENGAGE,2.0,2.0,C6
